age,purchase_history,rating,current_merchant_id,bonus_to_offer
36.0,"[['party supplies', 643.2], ['industrial and scientific', 86475.5], ['garden and outdoor', 10065.9], ['baby and kids', 223.8], ['party supplies', 280.2], ['garden and outdoor', 3857.5], ['baby and kids', 522.4], ['baby and kids', 303.7], ['industrial and scientific', 87185.9], ['industrial and scientific', 81232.6], ['party supplies', 499.8], ['industrial and scientific', 93677.2], ['music', 4007.7], ['party supplies', 298.1], ['party supplies', 331.4], ['art and crafts', 554.5], ['industrial and scientific', 44612.9], ['garden and outdoor', 13810.9], ['industrial and scientific', 87386.0], ['party supplies', 207.3], ['education and learning', 5946.3], ['industrial and scientific', 29091.6], ['industrial and scientific', 38065.1], ['party supplies', 890.0], ['baby and kids', 522.3], ['baby and kids', 332.8], ['industrial and scientific', 58026.2], ['industrial and scientific', 50627.9], ['industrial and scientific', 77320.8], ['industrial and scientific', 90397.4], ['industrial and scientific', 3330.1], ['party supplies', 427.7], ['education and learning', 1966.9], ['industrial and scientific', 48831.3], ['party supplies', 491.0], ['industrial and scientific', 15319.7], ['party supplies', 981.2], ['industrial and scientific', 49198.3], ['industrial and scientific', 13894.8], ['art and crafts', 571.3], ['art and crafts', 262.1], ['party supplies', 855.4], ['baby and kids', 616.1], ['party supplies', 731.0], ['party supplies', 617.3], ['industrial and scientific', 83326.2], ['party supplies', 485.1], ['baby and kids', 614.9], ['education and learning', 8009.0]]",4.653025012935957,542,gift
44.0,"[['books and media', 78.2], ['health and wellness', 53.6], ['health and wellness', 188.3], ['health and wellness', 956.0], ['automotive', 16317.5], ['automotive', 73280.9], ['food and beverages', 91.8], ['automotive', 50157.3], ['books and media', 305.4], ['music', 2032.0], ['automotive', 48800.2], ['health and wellness', 462.7], ['food and beverages', 78.2], ['food and beverages', 37.4], ['automotive', 81525.9], ['automotive', 9766.5], ['toys and games', 59.0], ['health and wellness', 224.3], ['health and wellness', 258.9], ['books and media', 402.6], ['food and beverages', 31.4], ['health and wellness', 920.6], ['books and media', 246.8]]",4.116080286967256,747,gift
46.0,"[['industrial and scientific', 51462.1], ['art and crafts', 626.4], ['art and crafts', 469.2], ['baby and kids', 24.1], ['baby and kids', 165.5], ['education and learning', 6100.5], ['industrial and scientific', 20413.9], ['industrial and scientific', 20444.2], ['industrial and scientific', 69007.1], ['garden and outdoor', 8489.2], ['industrial and scientific', 72519.5], ['garden and outdoor', 1774.2], ['industrial and scientific', 78253.8], ['baby and kids', 586.1]]",4.601164030561356,750,welcome
23.0,"[['automotive', 41244.3], ['food and beverages', 42.5], ['sports and fitness', 741.8], ['food and beverages', 47.0], ['fashion', 6968.2], ['toys and games', 341.7], ['food and beverages', 20.0], ['health and wellness', 768.7], ['toys and games', 597.0], ['toys and games', 491.6], ['sports and fitness', 1932.4], ['books and media', 288.8], ['books and media', 120.2], ['books and media', 269.6], ['toys and games', 277.9], ['books and media', 339.0], ['toys and games', 275.9], ['pet supplies', 28.1], ['sports and fitness', 1474.4], ['sports and fitness', 51.5], ['health and wellness', 737.8], ['food and beverages', 19.8], ['health and wellness', 124.2], ['books and media', 634.4], ['sports and fitness', 4745.5], ['automotive', 92582.6], ['health and wellness', 552.2], ['food and beverages', 35.3], ['beauty and personal care', 114.0], ['books and media', 386.7], ['toys and games', 49.3], ['toys and games', 588.0], ['sports and fitness', 4536.5], ['health and wellness', 666.9], ['toys and games', 621.2], ['home and kitchen', 5703.8], ['books and media', 446.3], ['books and media', 953.8], ['toys and games', 742.6], ['toys and games', 67.6], ['toys and games', 191.9], ['food and beverages', 44.2], ['toys and games', 840.5], ['automotive', 91435.7]]",3.5947603493611764,254,early-access
20.0,"[['fashion', 8429.9], ['fashion', 6279.7], ['fashion', 7389.6], ['fashion', 2329.7], ['beauty and personal care', 108.9], ['sports and fitness', 2142.0], ['beauty and personal care', 355.6], ['beauty and personal care', 486.1], ['toys and games', 371.1], ['toys and games', 862.7], ['beauty and personal care', 466.1], ['sports and fitness', 39.8], ['electronics', 7158.8], ['home and kitchen', 8562.5], ['home and kitchen', 11814.3], ['home and kitchen', 10575.2], ['fashion', 8662.2], ['home and kitchen', 3732.7], ['fashion', 6891.2], ['toys and games', 255.0], ['fashion', 8350.2], ['home and kitchen', 17466.9], ['beauty and personal care', 111.1], ['beauty and personal care', 180.9], ['beauty and personal care', 268.5], ['beauty and personal care', 37.9], ['fashion', 5061.0]]",3.3631257885268315,792,
43.0,"[['party supplies', 551.4], ['education and learning', 3585.4], ['industrial and scientific', 77200.0], ['art and crafts', 465.7], ['travel and leisure', 8514.5], ['art and crafts', 441.7], ['garden and outdoor', 11662.0]]",4.189496293901051,777,cashback
28.0,"[['beauty and personal care', 223.0], ['beauty and personal care', 425.8], ['beauty and personal care', 468.1], ['fashion', 4672.4], ['home and kitchen', 12579.7], ['home and kitchen', 566.5], ['beauty and personal care', 395.1], ['home and kitchen', 4619.6], ['beauty and personal care', 54.3], ['beauty and personal care', 28.5], ['sports and fitness', 3328.2], ['fashion', 4333.3], ['health and wellness', 832.9], ['fashion', 672.6], ['sports and fitness', 910.7], ['sports and fitness', 110.5], ['home and kitchen', 18110.9], ['beauty and personal care', 324.1], ['fashion', 833.1], ['fashion', 3128.2], ['fashion', 7035.3], ['beauty and personal care', 35.0], ['fashion', 2858.7], ['fashion', 7511.8], ['sports and fitness', 2960.7], ['fashion', 4874.7], ['beauty and personal care', 140.6], ['fashion', 3707.4], ['fashion', 2202.4], ['beauty and personal care', 269.1], ['home and kitchen', 3287.5], ['home and kitchen', 13546.5], ['electronics', 6834.1], ['home and kitchen', 2768.3], ['home and kitchen', 2647.0], ['home and kitchen', 15115.4], ['electronics', 6147.7]]",4.145866010841298,855,early-access
21.0,"[['home and kitchen', 16465.9], ['beauty and personal care', 349.9], ['fashion', 3869.4], ['fashion', 4509.8], ['sports and fitness', 378.4], ['electronics', 5675.0], ['sports and fitness', 877.9], ['beauty and personal care', 169.3], ['fashion', 4954.6], ['sports and fitness', 3036.8], ['sports and fitness', 256.4], ['fashion', 1443.6], ['sports and fitness', 4265.9], ['beauty and personal care', 430.2], ['sports and fitness', 264.2], ['sports and fitness', 375.1], ['toys and games', 324.9], ['home and kitchen', 8600.5], ['beauty and personal care', 361.8], ['home and kitchen', 17900.6], ['food and beverages', 11.1], ['toys and games', 583.8]]",4.833165019460991,30,
40.0,"[['toys and games', 739.5], ['food and beverages', 22.3], ['pet supplies', 82.9], ['office supplies', 8718.4], ['food and beverages', 28.3], ['books and media', 262.2], ['automotive', 93281.6], ['food and beverages', 56.5], ['automotive', 10627.7], ['food and beverages', 8.2], ['health and wellness', 311.8], ['health and wellness', 769.4], ['food and beverages', 19.6], ['office supplies', 6802.6], ['office supplies', 542.2], ['toys and games', 424.5], ['automotive', 13394.0], ['automotive', 56333.3], ['office supplies', 6517.6], ['food and beverages', 31.4], ['health and wellness', 937.1], ['automotive', 53895.5], ['automotive', 97062.0], ['health and wellness', 164.6], ['automotive', 59484.5], ['travel and leisure', 1649.8], ['pet supplies', 202.4], ['office supplies', 4092.5], ['food and beverages', 7.7], ['music', 308.3], ['automotive', 9250.0], ['music', 8972.0], ['office supplies', 9600.5]]",3.3155348379284435,664,cashback
26.0,"[['fashion', 6309.0], ['fashion', 4218.3], ['home and kitchen', 17343.4], ['electronics', 5739.9], ['sports and fitness', 3486.8]]",3.078099144112784,746,early-access
29.0,"[['education and learning', 9030.5], ['baby and kids', 928.4], ['industrial and scientific', 173.5], ['industrial and scientific', 92310.1], ['party supplies', 947.7], ['education and learning', 30.2], ['education and learning', 129.5], ['party supplies', 274.1], ['party supplies', 62.7], ['party supplies', 622.4], ['baby and kids', 448.5], ['industrial and scientific', 23466.6], ['party supplies', 792.0]]",4.422494391023646,339,discount
25.0,"[['toys and games', 794.4], ['books and media', 941.3], ['home and kitchen', 10416.7], ['health and wellness', 963.2], ['health and wellness', 746.7], ['toys and games', 153.7], ['food and beverages', 35.2], ['food and beverages', 10.5]]",4.759410271683104,96,cashback
30.0,"[['garden and outdoor', 9681.1], ['office supplies', 8540.1], ['office supplies', 8814.8], ['baby and kids', 257.7], ['health and wellness', 64.4], ['travel and leisure', 5413.2], ['travel and leisure', 3394.4], ['garden and outdoor', 14221.7], ['office supplies', 59.8], ['baby and kids', 689.9], ['pet supplies', 541.2], ['music', 3270.8], ['music', 5757.5], ['office supplies', 9344.5], ['office supplies', 8859.8], ['office supplies', 8730.4], ['garden and outdoor', 4745.6], ['industrial and scientific', 40375.7], ['art and crafts', 77.3], ['music', 1345.6], ['music', 2404.4], ['art and crafts', 884.3], ['music', 1244.0], ['garden and outdoor', 7025.8], ['automotive', 7830.6], ['music', 2663.0], ['music', 7990.8], ['music', 9259.1], ['art and crafts', 415.9], ['art and crafts', 283.3], ['party supplies', 576.6], ['art and crafts', 32.5], ['garden and outdoor', 6673.9], ['music', 7871.3], ['art and crafts', 24.7]]",4.978043551541998,587,discount
52.0,[],4.189328034974029,824,gift
19.0,"[['industrial and scientific', 80370.3], ['baby and kids', 943.5], ['industrial and scientific', 60567.5], ['baby and kids', 854.8], ['party supplies', 13.3], ['party supplies', 535.1], ['baby and kids', 325.4], ['industrial and scientific', 2063.2], ['industrial and scientific', 52966.4], ['baby and kids', 347.5], ['baby and kids', 771.3], ['baby and kids', 967.9], ['travel and leisure', 4592.2]]",3.0835471384246746,390,
38.0,"[['industrial and scientific', 43438.5], ['party supplies', 398.2], ['art and crafts', 216.3], ['party supplies', 891.4], ['art and crafts', 746.0], ['garden and outdoor', 9236.1], ['art and crafts', 393.8], ['baby and kids', 106.8], ['party supplies', 204.1], ['garden and outdoor', 5669.1], ['industrial and scientific', 88482.1], ['baby and kids', 669.2], ['industrial and scientific', 18486.9], ['party supplies', 355.0]]",4.863276939025804,713,cashback
34.0,"[['automotive', 33489.4], ['travel and leisure', 2685.9], ['health and wellness', 264.3], ['office supplies', 4608.7], ['pet supplies', 195.1], ['office supplies', 7144.6], ['travel and leisure', 8349.4], ['office supplies', 805.2], ['office supplies', 7444.3], ['office supplies', 5067.2], ['automotive', 12755.2], ['office supplies', 3035.3], ['pet supplies', 885.4], ['music', 7181.6], ['music', 4018.8], ['travel and leisure', 7137.0], ['music', 2647.1], ['music', 1888.4], ['music', 9192.6], ['music', 3321.9], ['pet supplies', 215.9], ['automotive', 62304.5], ['music', 8818.9], ['automotive', 77123.4], ['travel and leisure', 4439.0], ['music', 6379.1], ['office supplies', 2018.5], ['garden and outdoor', 10214.9], ['music', 8394.3], ['office supplies', 9337.2]]",4.685009228096911,141,discount
40.0,"[['beauty and personal care', 99.7], ['toys and games', 257.6], ['home and kitchen', 12616.5], ['sports and fitness', 2638.5], ['sports and fitness', 4248.5], ['automotive', 15334.7], ['toys and games', 562.0], ['toys and games', 875.7], ['home and kitchen', 15866.1], ['health and wellness', 365.5], ['books and media', 704.3], ['beauty and personal care', 196.2], ['pet supplies', 765.2], ['home and kitchen', 2384.8]]",4.877712526194234,187,early-access
22.0,"[['education and learning', 6895.6], ['industrial and scientific', 80846.1], ['baby and kids', 198.0], ['education and learning', 146.7]]",3.2431650827590035,318,
55.0,[],3.9679148910952815,363,
43.0,"[['toys and games', 946.6], ['fashion', 9190.4], ['books and media', 445.9], ['sports and fitness', 898.8], ['fashion', 2174.9], ['toys and games', 607.9], ['toys and games', 38.0], ['beauty and personal care', 153.5], ['sports and fitness', 2688.1], ['home and kitchen', 5177.6], ['food and beverages', 8.8], ['toys and games', 47.2], ['books and media', 70.1], ['home and kitchen', 5795.6], ['books and media', 167.8], ['home and kitchen', 5666.3], ['home and kitchen', 10435.1], ['home and kitchen', 15677.3], ['home and kitchen', 16064.0], ['sports and fitness', 1141.1], ['beauty and personal care', 368.0], ['fashion', 8232.2], ['home and kitchen', 2233.3], ['home and kitchen', 11495.3], ['toys and games', 403.3], ['fashion', 3214.1], ['sports and fitness', 472.3], ['health and wellness', 553.0], ['home and kitchen', 8625.9], ['sports and fitness', 985.7], ['toys and games', 578.7], ['sports and fitness', 2153.6], ['home and kitchen', 17749.8], ['books and media', 812.1], ['home and kitchen', 14023.6], ['sports and fitness', 374.4], ['sports and fitness', 900.1], ['toys and games', 750.1], ['toys and games', 742.5]]",4.928352892359698,181,welcome
23.0,"[['industrial and scientific', 36070.7], ['industrial and scientific', 79539.5], ['party supplies', 141.8], ['party supplies', 60.9], ['party supplies', 336.3], ['garden and outdoor', 7353.4], ['education and learning', 9564.6], ['industrial and scientific', 93609.2], ['baby and kids', 503.9], ['industrial and scientific', 47599.6], ['baby and kids', 709.6], ['baby and kids', 904.2], ['party supplies', 934.1], ['art and crafts', 271.1], ['garden and outdoor', 17348.1], ['baby and kids', 578.4], ['travel and leisure', 6572.5], ['industrial and scientific', 40573.5], ['industrial and scientific', 49045.3], ['party supplies', 495.0], ['industrial and scientific', 71782.8], ['art and crafts', 312.1], ['art and crafts', 383.1], ['party supplies', 751.1], ['industrial and scientific', 86790.8], ['industrial and scientific', 10176.8], ['party supplies', 372.1], ['industrial and scientific', 6576.6], ['baby and kids', 190.7], ['education and learning', 3156.9], ['party supplies', 300.2], ['baby and kids', 265.1], ['industrial and scientific', 88014.3], ['art and crafts', 386.6], ['industrial and scientific', 72015.1], ['industrial and scientific', 90044.7], ['baby and kids', 242.7], ['party supplies', 20.3], ['baby and kids', 313.2], ['industrial and scientific', 36055.6], ['industrial and scientific', 10068.2], ['industrial and scientific', 15215.3], ['education and learning', 1007.3], ['education and learning', 505.2], ['industrial and scientific', 79071.6], ['baby and kids', 523.0], ['industrial and scientific', 57579.8]]",4.886643772716734,900,early-access
33.0,"[['toys and games', 649.9], ['toys and games', 740.5], ['sports and fitness', 933.0], ['food and beverages', 27.7], ['sports and fitness', 4445.5], ['sports and fitness', 1286.7], ['sports and fitness', 320.1], ['home and kitchen', 1993.8], ['beauty and personal care', 258.0], ['books and media', 929.3], ['electronics', 2917.4], ['food and beverages', 97.4], ['food and beverages', 93.5], ['food and beverages', 65.9], ['sports and fitness', 2574.5], ['toys and games', 239.6], ['home and kitchen', 11875.6], ['toys and games', 368.1], ['beauty and personal care', 289.7], ['sports and fitness', 3409.9], ['home and kitchen', 76.9], ['sports and fitness', 259.9], ['pet supplies', 364.2], ['sports and fitness', 2789.4], ['beauty and personal care', 183.4], ['books and media', 66.8], ['sports and fitness', 4203.1], ['food and beverages', 10.5], ['toys and games', 540.2], ['toys and games', 817.9], ['toys and games', 211.9], ['beauty and personal care', 292.7]]",4.459095264204251,511,early-access
